id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3377369,Hilltop San Francisco Home Retreat,6366311,Joel,,Inner Sunset,37.752600186820686,-122.46832204116707,Entire home/apt,350,5,13,2016-07-31,0.30,1,0
8117667,Perfect Location! Private bathroom too!,6299109,Roberta,,Inner Sunset,37.76420634275927,-122.46433496684831,Private room,139,3,47,2017-12-25,1.66,1,140
5577516,Beautiful Space with Green views,6875334,Anuranjan,,Inner Sunset,37.755290174895634,-122.46533481512286,Entire home/apt,135,1,52,2018-01-01,4.27,1,202
12582809,Garden Cottage,6845501,Sarah,,Inner Sunset,37.76303066166029,-122.4750767907323,Entire home/apt,230,4,4,2017-08-11,0.22,1,0
21558062,Hilltop Hideaway With Parking and Kitchenette,6764564,Andrew,,Inner Sunset,37.75253878904655,-122.47000173070394,Entire home/apt,105,2,7,2018-01-01,4.38,1,38
3721927,Upscale Golden Gate Pk Master Suite,5020218,Kelly,,Inner Sunset,37.759266433001414,-122.46311191325687,Entire home/apt,199,3,188,2017-12-19,4.48,2,7
3720392,Golden Gate Park Orange Studio UCSF,5020218,Kelly,,Inner Sunset,37.76099144334589,-122.46520966998877,Entire home/apt,141,3,162,2017-12-26,3.94,2,27
1017799,"Private Room Garden View Inner Sunset, UCSF",4670031,Kameh,,Inner Sunset,37.76042964849011,-122.46203264237612,Private room,75,1,69,2017-12-25,1.20,3,103
1023586,"Private room Inner Sunset, UCSF",4670031,Kameh,,Inner Sunset,37.76105155542098,-122.46313094878003,Private room,75,1,78,2017-12-28,2.91,3,104
878935,2BR: Family friendly next to GGP!,4645827,Ashley,,Inner Sunset,37.764644899281265,-122.46780230789925,Entire home/apt,182,3,187,2018-01-01,3.23,1,152
18450146,Private Sunset Studio on the Hill,4624326,Peter,,Inner Sunset,37.75794672218418,-122.47436556488186,Entire home/apt,175,2,19,2018-01-08,2.25,1,164
1747531,Spacious Bright Room near UCSF/Golden Gate Park,6826768,Betânia,,Inner Sunset,37.75816164628434,-122.46278385000673,Private room,60,30,7,2017-12-18,0.98,1,212
17734527,Sunny San Francisco Apartment w/ Ocean View,3941662,Dana,,Inner Sunset,37.75909263713156,-122.47281617488969,Entire home/apt,121,5,3,2017-08-26,0.35,1,343
14996188,Private suite with bath near UCSF and GGPark,1492583,Suzanne,,Inner Sunset,37.75848941419197,-122.47022712713438,Entire home/apt,125,2,81,2018-01-04,5.36,1,23
1197716,1BR Suite newly remodeled near UCSF,1446786,Jeanne,,Inner Sunset,37.76387083205897,-122.46087911369584,Entire home/apt,169,3,200,2017-11-16,3.58,1,144
16270843,Sunset Clubhouse,1423536,Laird,,Inner Sunset,37.75287485871814,-122.46847517288242,Entire home/apt,400,3,4,2017-05-17,0.32,1,0
7047892,Charming Cole Valley Retreat,1403199,Kate,,Inner Sunset,37.763925368108104,-122.45410031279069,Entire home/apt,250,2,2,2016-09-17,0.12,1,0
8500048,Mid Century Modern Oasis in Fantastic location!,1371443,Brandi,,Inner Sunset,37.76104252548845,-122.475038679524,Entire home/apt,160,4,55,2017-12-16,1.97,1,89
6658545,Garden Cottage in Inner Sunset,3146981,Jenia,,Inner Sunset,37.762093345208285,-122.46903147645298,Entire home/apt,211,2,40,2017-10-08,1.32,1,68
1296106,Locals Admired Travelers Desired,3128388,Zoe,,Inner Sunset,37.76286351131312,-122.45747822327243,Private room,78,2,175,2017-12-08,3.22,1,32
12186884,Spacious sunny 3BD Golden Gate park house,627144,Sabrina,,Inner Sunset,37.760541131063356,-122.46778453754813,Entire home/apt,100,30,5,2017-10-13,0.24,1,260
124011,Golden Gate Park Family Victorian,617985,Patrick,,Inner Sunset,37.76333989510342,-122.46947555681659,Entire home/apt,480,7,7,2017-12-16,0.17,1,208
21817055,"Large Stunning Master Suite Close to UCSF, GG Park",2146719,Nikki,,Inner Sunset,37.75420711760648,-122.47594988356391,Private room,100,1,3,2017-12-11,2.25,2,41
21382398,New! Gorgeous Master Suite Near Golden Gate Park,2146719,Nikki,,Inner Sunset,37.75369318988249,-122.47419087147127,Private room,100,1,4,2018-01-08,1.60,2,40
6870555,"Master Bedroom w/ 2 Beds, Private Bath, Parking",1532097,Kimmy,,Inner Sunset,37.75253276518728,-122.46971846347766,Private room,115,1,114,2017-12-26,3.72,2,283
6464808,"Big Room with Private Bath, Great Views, Parking",1532097,Kimmy,,Inner Sunset,37.753479496041614,-122.46834824798572,Private room,99,2,145,2017-12-25,4.52,2,274
14181982,New renovated 1 BR steps to UCSF with deck & views,541068,Susheela,,Inner Sunset,37.7636648023925,-122.46069436215025,Entire home/apt,195,3,45,2017-11-08,2.65,1,113
13057920,Great Family House Near Golden Gate Park + Parking,288562,Rona,,Inner Sunset,37.76225854744861,-122.46719026014668,Entire home/apt,149,3,5,2016-12-28,0.26,1,0
15222764,"Sunny, spacious 1 BR for cat-loving guests",1808237,Kelly,,Inner Sunset,37.76555637713684,-122.4563118617792,Entire home/apt,130,3,1,2016-10-09,0.07,1,0
19697625,"Modern, comfy 2bed/2bath awaits on SF's best block",1039280,Taylor,,Inner Sunset,37.76527963455245,-122.47274341532848,Entire home/apt,395,2,14,2018-01-09,2.51,1,81
11690303,Modern & Spacious 1BR Flat with Ocean Views!,922466,Sylvia,,Inner Sunset,37.75668161400877,-122.46429796340674,Entire home/apt,250,10,12,2017-08-14,0.56,1,340
9119021,Inner Sunset Studio,849360,Shannon,,Inner Sunset,37.76136062081842,-122.46349991708087,Entire home/apt,129,2,84,2018-01-03,3.82,1,135
4105958,Cozy & Comfy Place w/ Private Entry & Living Space,148524,Paul,,Inner Sunset,37.756542594171066,-122.46642517515016,Private room,125,3,131,2017-10-29,3.28,1,53
8817059,Pacific Overlook in San Francisco,89518,Peter,,Inner Sunset,37.75231420424221,-122.46993717992441,Entire home/apt,400,3,3,2017-12-28,1.43,1,0
13301427,2 Beds in a Hosted Home.  Registered with SF:OoSTR,84358,Jason,,Inner Sunset,37.76303053906544,-122.46693216208719,Entire home/apt,199,2,7,2016-11-27,0.37,1,0
971449,Private Suite @ UCSF / Inner Sunset,39920,Scott,,Inner Sunset,37.763123555884164,-122.46014990279178,Entire home/apt,129,3,227,2017-12-10,5.18,1,48
12797906,Spacious 2 Bedroom Flat in Vibrant Inner Sunset,498928,Fanny,,Inner Sunset,37.75890329850647,-122.46597785627861,Entire home/apt,140,2,67,2017-12-15,3.38,1,74
3808193,Quiet Inner Sunset 1BR Apartment,397255,James,,Inner Sunset,37.76516451303059,-122.47377756910865,Entire home/apt,195,30,18,2017-11-30,0.46,1,137
4429475,Tranquil Cole Valley home + parking,356625,Mike,,Inner Sunset,37.76372567338091,-122.45248391114815,Entire home/apt,360,2,44,2017-08-25,1.19,1,56
1920033,Private room with private bathroom,4921,Kevin,,Inner Sunset,37.75389009804378,-122.45801705507763,Private room,88,1,365,2018-01-04,7.25,2,53
1393654,Quiet house in geo center of City,4921,Kevin,,Inner Sunset,37.752380902130795,-122.45867175972927,Private room,77,1,371,2018-01-07,6.89,2,63
2508995,Airstream in San Francisco,1731643,Bill,,Treasure Island/YBI,37.82424630574416,-122.365221992303,Entire home/apt,260,1,2,2017-07-30,0.05,1,365
1183521,QUEEN SIZE room (w King rm avail!),5929123,Andrea,,Outer Richmond,37.77657506954524,-122.47882291422631,Private room,100,2,204,2017-12-24,3.64,2,358
14385557,art space near golden gate park,66385869,Bobby,,Outer Richmond,37.77430182704934,-122.49974424380234,Entire home/apt,597,1,0,,,4,175
545685,Garden Suite Private Bathrm GGPark,2676602,Su,,Outer Richmond,37.77619016624517,-122.4823081405008,Entire home/apt,79,1,527,2018-01-08,7.82,2,52
66188,Spectacular Sutro Heights,127367,Annette,,Outer Richmond,37.777186052227385,-122.50906016719797,Entire home/apt,216,30,11,2015-01-16,0.14,25,365
2683857,Lovely Home Perfect for Family,224012,Karyn,,Outer Richmond,37.77556770085391,-122.4933143631641,Entire home/apt,215,5,20,2018-01-02,0.47,1,1
17585947,"Quiet, cool and comfy bedroom near the ocean",836116,Elizabeth,,Outer Richmond,37.778447408125764,-122.50031356789661,Private room,101,1,29,2017-12-10,3.09,1,0
10337916,Sutro Heights executive suite,1984693,Jackie,,Outer Richmond,37.778976286620626,-122.5085081559317,Entire home/apt,139,3,37,2018-01-07,4.08,1,115
585326,Cozy Suite Private Bathrm by GGPark,2676602,Su,,Outer Richmond,37.77632194503495,-122.48067177599927,Entire home/apt,69,1,463,2018-01-01,6.92,2,59
8135258,Private Room in the Outer Richmond,4804748,Sasha,,Outer Richmond,37.77482827995571,-122.49197189884579,Private room,150,2,4,2017-08-18,0.72,2,0
6887234,SF Richmond District Master Bdrm with Bath,7858294,Wendy,,Outer Richmond,37.77672002342072,-122.48273741753533,Private room,85,2,21,2017-11-14,0.71,2,143
8352275,Cozy Room in Sight of the Sea,11512680,Brent,,Outer Richmond,37.77897722275334,-122.50674914257999,Private room,129,1,220,2018-01-05,7.79,2,338
8382187,"In law studio, great location, garage parking",44172059,Ludmela,,Outer Richmond,37.779735596866125,-122.49897185235764,Private room,100,1,93,2018-01-03,3.33,1,320
10502323,Outer Richmond Spacious Apartment,54149759,Chuck And Katie,,Outer Richmond,37.77324628279152,-122.50588585345268,Entire home/apt,165,2,34,2017-11-09,1.53,1,341
10862608,One bedroom apartment in Sea Cliff,56271528,Lori,,Outer Richmond,37.77960863139669,-122.49092643987483,Entire home/apt,155,5,18,2017-11-26,0.93,1,362
15756691,Golden Gate View 1 Bedroom House,99783900,Iain,,Outer Richmond,37.77954091499941,-122.4901161173535,Entire home/apt,195,2,38,2018-01-05,2.68,1,97
18021096,Awesome Ocean View -1  BR & 1 BA,123920280,Pj,,Outer Richmond,37.773284188487985,-122.50936744161785,Private room,120,120,2,2017-08-13,0.28,1,38
20744113,"Huge 3 BD Apt, Walk Everywhere, Great Restaurants",144161056,Rosemarie,,Outer Richmond,37.78246867116361,-122.47962054449114,Entire home/apt,360,2,15,2017-12-14,3.49,1,15
9509454,Large House w/ Panoramic Ocean View,26652770,Nea,,Outer Richmond,37.7786236345876,-122.50490681705244,Entire home/apt,400,10,0,,,1,193
19059321,Sunny 3-floor Edwardian home in the Lake District,13750870,Blaire,,Outer Richmond,37.784827533366375,-122.48217991421646,Entire home/apt,525,5,0,,,1,0
20058993,Richmond Home For Outside Lands,11819763,Shauna,,Outer Richmond,37.782324503973726,-122.47847831706427,Entire home/apt,700,2,0,,,1,0
19489396,"Beautiful, Sunlit Shared Master Bedroom for JULY",128792124,Shannon,,Outer Richmond,37.77952230386835,-122.49578408002368,Shared room,30,20,0,,,1,0
8135263,Couch Available in Outer Richmond,4804748,Sasha,,Outer Richmond,37.77352519027831,-122.4928369836279,Shared room,51,1,0,,,2,149
1589434,Tranquil Top Floor Escape near Golden Gate Park,6884497,Kelsey,,Outer Richmond,37.779402726481266,-122.49474982354974,Private room,110,7,0,,,1,0
19822620,Baker Beach Getaway,25006046,Leslie,,Outer Richmond,37.78518600072047,-122.48129994344413,Private room,75,2,0,,,1,89
20197869,Quiet In-law - Outer Richmond,143827141,Ben,,Outer Richmond,37.772715232068435,-122.50456831796423,Entire home/apt,249,3,0,,,1,180
14371252,Beautiful bedroom with a king bed!,5326196,Mila,,Outer Richmond,37.78043041239697,-122.48062185597293,Private room,399,1,0,,,2,364
16921655,Studio in San Francisco,22494807,Marcus,,Outer Richmond,37.78444104775097,-122.48659483933878,Entire home/apt,210,3,0,,,1,354
21727562,250 Sq Ft Cozy Private Bedroom by Ocean Beach,157074592,ALEX / Peihong,,Outer Richmond,37.77910112997433,-122.49558787149051,Private room,80,2,8,2018-01-04,7.50,5,145
21730649,180 Sq Ft Gorgeous furnished Private room,157074592,ALEX / Peihong,,Outer Richmond,37.778814768694296,-122.49541985835266,Private room,70,2,1,2018-01-01,1,5,173
21730505,140 Sq Ft Perfectly located close to Ocean Beach,157074592,ALEX / Peihong,,Outer Richmond,37.77874301293857,-122.49637694557225,Private room,65,2,2,2018-01-01,2,5,155
21729398,Charming 130 Sq foot Private room near Ocean Beach,157074592,ALEX / Peihong,,Outer Richmond,37.77878582827369,-122.497217546317,Private room,65,2,3,2017-12-30,2.00,5,138
21730409,1st Floor Nice & Quiet 100 sq ft Private room,157074592,ALEX / Peihong,,Outer Richmond,37.77910438365219,-122.49712413573143,Private room,50,2,11,2018-01-08,6.88,5,92
19933917,Room available in the Richmond District,141248444,Bryce,,Outer Richmond,37.78090352623358,-122.48803017135118,Private room,75,1,5,2017-08-14,0.88,1,0
19591538,Newly Remodeled 2 beds 1 bath Apt Parks - Sleeps 6,137719050,Stephanie,,Outer Richmond,37.779511030485914,-122.49504716495673,Entire home/apt,129,2,35,2017-12-23,5.50,1,266
19588004,SF Edwardian Home With French Flair,137684925,Claudine,,Outer Richmond,37.78312218868414,-122.48914141451458,Entire home/apt,400,3,1,2017-11-26,0.65,1,33
16930922,Promotion!4B2.5Ba Luxury SFH in SF Walk to GG Park,113116745,Da,,Outer Richmond,37.77438096181312,-122.4856350988391,Entire home/apt,425,2,11,2017-09-18,1.07,1,220
20213175,"Private Room - Walk to Beach, GG Park, and More",110391047,Corinne,,Outer Richmond,37.77508791118301,-122.50265879740931,Private room,85,2,44,2017-12-25,8.25,1,21
16604785,Super big 3rd floor flat close to GG park!,109561020,Julie,,Outer Richmond,37.77958835709451,-122.49508113648939,Entire home/apt,200,3,37,2017-11-09,3.07,1,75
18010394,Charming room in an apartment w GG views,104063449,Kira,,Outer Richmond,37.77934060344001,-122.49313296930048,Private room,70,30,5,2017-10-02,0.57,2,297
17626773,Charming Apartment with Golden Gate Views,104063449,Kira,,Outer Richmond,37.78075257970956,-122.49362629721172,Entire home/apt,229,30,2,2017-10-18,0.49,2,47
15604860,Beautiful house closer to ocean beach,100591545,Valeria,,Outer Richmond,37.772103092510605,-122.50665124786117,Private room,90,5,12,2017-11-08,1.54,1,87
19408774,Charming room near Golden Gate Park,136067294,Sara,,Outer Richmond,37.77356512381155,-122.4926633070532,Private room,74,4,2,2017-08-13,0.31,1,0
19292775,SUTRO'S HIDEAWAY,135098800,Karen,,Outer Richmond,37.778062618999826,-122.50536225954359,Entire home/apt,190,2,8,2017-10-22,1.20,1,47
15378973,Fog Haven: a comfy oceanside studio near GG Park,98297694,Will,,Outer Richmond,37.77988214899608,-122.50127914427429,Entire home/apt,109,1,20,2017-08-07,1.92,1,0
16620918,3 bedroom In-Law near Golden Gate Park w/parking,97707379,Hongqun,,Outer Richmond,37.77505380184027,-122.49159807648563,Entire home/apt,145,3,43,2017-10-15,3.58,1,88
21812815,Cute & Private Suite Steps to Golden Gate Park!,84387679,Aaron,,Outer Richmond,37.77346044160011,-122.48020083065911,Entire home/apt,95,3,2,2018-01-02,2,1,35
16043093,Family-Friendly Richmond Retreat,83844277,Stacy,,Outer Richmond,37.78136248307976,-122.48880733241025,Entire home/apt,160,2,43,2018-01-07,3.87,1,113
14095612,Modern 2BR @ GGPark&ChinaBeach w/car+parking,74216765,Nikki,,Outer Richmond,37.78096773473968,-122.48072643205063,Entire home/apt,275,2,11,2017-06-27,0.63,1,0
17333633,Renovated & Contemporary Apt with 3 Beds 2 Baths,117047823,Alon,,Outer Richmond,37.77806466779536,-122.4902160292884,Entire home/apt,419,2,16,2017-12-21,1.49,1,121
15849484,"Welcome to the nice , large 600 sq ft modern place",69727514,Bella,,Outer Richmond,37.77394567512057,-122.47997942513608,Entire home/apt,170,2,9,2017-10-30,1.39,1,9
12328003,"Garage Parking, Private Bath, Quiet Room, Garden",66527929,,,Outer Richmond,37.775264811453816,-122.48875312647273,Private room,79,1,35,2017-12-29,2.20,2,129
14790424,Great 3br Home between Golden Gate Bridge and Park,66527929,,,Outer Richmond,37.77701380774957,-122.48900787903244,Entire home/apt,199,2,26,2017-12-26,2.08,2,12
11719688,Family Friendly Apt. Next to Golden Gate Park!,62318002,Greg,,Outer Richmond,37.77580337158553,-122.497723327997,Entire home/apt,105,2,69,2017-12-30,3.20,1,74
19592343,Spacious 2 bedrooms 1.5 bath Apt Park Ocean Golf,90276289,Leah,,Outer Richmond,37.77990281452842,-122.49448516620237,Entire home/apt,139,2,28,2017-12-26,4.40,1,310
20333402,Ocean Corner,89457677,Monica,,Outer Richmond,37.77945054967946,-122.50149416970949,Entire home/apt,78,2,13,2017-11-11,2.64,1,18
15313698,Sea Cliff Apartments: Private Garden One Bedroom,87471225,Anya,,Outer Richmond,37.78483804294238,-122.47972901386623,Entire home/apt,115,31,1,2017-03-09,0.07,2,364
15334433,SEA CLIFFS - CHARMING THREE BEDROOM FLAT,87471225,Anya,,Outer Richmond,37.78547082932456,-122.47922122018618,Entire home/apt,175,30,4,2017-03-22,0.28,2,255
14299442,Americana arty 3-room private apartment w/kitchen,87346026,Steve,,Outer Richmond,37.77939458321752,-122.4965795760236,Entire home/apt,140,4,6,2017-08-14,0.35,1,363
14805196,Charming room with private bathroom,56398946,Wes,,Outer Richmond,37.77657825359063,-122.50376206980413,Private room,62,1,169,2018-01-07,10.33,2,333
10884695,Charming sunny studio sleeps 3,56398946,Wes,,Outer Richmond,37.77692673266568,-122.5024377876701,Private room,92,1,112,2018-01-07,5.55,2,327
10812630,"Sunny&Convenient SFH w/ Parking&Yard, A+ Location",55983066,Cindy,,Outer Richmond,37.77794411001243,-122.47992527229822,Entire home/apt,198,1,129,2017-12-26,5.44,2,317
7643927,Beautifull private room.,40109906,David,,Outer Richmond,37.778324492375496,-122.48868539464308,Private room,99,1,276,2018-01-04,13.44,1,349
7069881,Spacious flat in Richmond/Sea Cliff,37068215,Kathleen,,Outer Richmond,37.78458732105989,-122.48276379035627,Entire home/apt,233,2,110,2017-12-22,3.65,1,30
11556239,Best Kept Secret in Town,36381578,Harris,,Outer Richmond,37.78002044650407,-122.50384588206315,Private room,79,3,44,2017-10-26,1.99,3,92
10469182,Cozy Garden Studio - Private Entry,34963239,Landy,,Outer Richmond,37.781127981862305,-122.50109524305333,Private room,115,2,180,2018-01-04,7.74,1,121
6378613,Walk to Strictly Bluegrass from our 3br/2bth Home!,33249457,Matthew,,Outer Richmond,37.78306574746896,-122.48604734940128,Entire home/apt,375,2,4,2017-07-09,0.21,1,133
13996915,Spacious and airy apartment near Golden Gate Park!,33082786,Madeline,,Outer Richmond,37.7774938016552,-122.47999441346806,Private room,80,1,1,2016-08-07,0.06,1,0
8167459,PRIVATE ENTRY - Garden Studio - Near Ocean Beach,42713588,Michelle,,Outer Richmond,37.77812036763717,-122.50262060064073,Private room,133,1,173,2017-12-28,6.15,1,127
7823272,Spacious studio near Ocean Beach,41190422,Fiona,,Outer Richmond,37.77615199382701,-122.50717312834112,Entire home/apt,145,2,76,2017-12-14,2.59,1,0
9616042,Beautiful San Francisco Loft,27022605,Olena,,Outer Richmond,37.78257988536798,-122.48655083769678,Entire home/apt,139,30,9,2017-09-03,0.55,1,30
10942409,"Cheery, well-located SF family home",25164788,Whui,,Outer Richmond,37.78239517582207,-122.4848905107246,Entire home/apt,250,7,2,2016-10-10,0.10,1,0
7973978,Small Guestroom in  SF Richmond,24986327,Michelle,,Outer Richmond,37.77638407054646,-122.47822714874422,Private room,79,2,204,2017-11-11,7.18,1,0
8456859,Beautiful Beachside Home,23852998,Joshua,,Outer Richmond,37.77392204444223,-122.50925050174969,Entire home/apt,150,30,95,2017-08-01,3.55,1,243
14342296,Minimal & Cute Private Master Bedroom,23774761,Emily,,Outer Richmond,37.775824051574865,-122.48370825697538,Private room,62,2,4,2017-04-16,0.42,1,0
9110032,Modern Room by Golden Gate Park (Green Butterfly),23752034,Brian,,Outer Richmond,37.77301326591141,-122.50108614649933,Private room,100,30,94,2017-11-09,3.52,2,365
9119210,Modern Room by Golden Gate Park (Blue Butterfly),23752034,Brian,,Outer Richmond,37.77240745761126,-122.50168706018815,Private room,100,30,60,2017-11-25,2.24,2,365
7222704,Charming SF 1911 Studio,30610362,Dennis,,Outer Richmond,37.78286656048277,-122.48346279251035,Entire home/apt,105,2,159,2017-12-24,5.28,1,102
5890033,Lovely 2 BR/ Golden Gate Park,30588646,Michele,,Outer Richmond,37.77216045648113,-122.50175952404992,Entire home/apt,120,1,12,2017-08-14,0.43,1,0
10769424,Sande's Place: Private in-law unit,30127937,Beth,,Outer Richmond,37.77361142125356,-122.50036919535076,Entire home/apt,70,2,68,2017-12-18,3.34,1,328
13606541,Private Room in Townhouse w/backyard near GG Park,29964041,Tamar,,Outer Richmond,37.778037769679635,-122.4803714314391,Private room,115,3,1,2017-08-13,0.20,1,0
3481025,A Home Above the Rest: Quiet with old SF Charm,16933260,Angela,,Outer Richmond,37.77390863810561,-122.47972097604487,Entire home/apt,133,2,206,2017-12-31,5.15,1,96
10824720,3BDR near beach nd Golden Gate park,15946915,Ashley,,Outer Richmond,37.77893565256878,-122.50610805000679,Entire home/apt,169,1,156,2018-01-01,6.96,1,12
2965491,Beautiful 3Br  2.5 Bath Edwardian,15131298,Geordie,,Outer Richmond,37.77268737873034,-122.51149998987212,Entire home/apt,320,3,41,2017-10-15,0.95,1,88
15564777,"San Francisco Bedroom, Private Bathroom sleeps 1-3",14522747,Sarah,,Outer Richmond,37.774191494305896,-122.49110634926605,Private room,75,2,20,2018-01-02,2.69,1,340
16598738,Ocean Beach garden spot,14409390,Mary & Hep,,Outer Richmond,37.77570637788684,-122.50772533647076,Entire home/apt,150,2,18,2017-08-19,1.50,1,0
2802418,Comfortable room,13923854,Gina,,Outer Richmond,37.77346731097913,-122.49900821237689,Private room,109,2,172,2018-01-08,3.83,1,329
3774435,SF Love Story_2nd Floor MasterBed,19347301,Zoe (Yuan),,Outer Richmond,37.775929025028795,-122.48929214043406,Private room,135,2,84,2016-10-03,2.01,1,0
16825473,Entire Golden Gate Park 1br/1ba Garden Apartment,13358652,Joan,,Outer Richmond,37.7765666450553,-122.47841341180252,Entire home/apt,138,5,23,2018-01-03,2.28,1,45
16790413,"12+HOME PERMITTED BY SF STR,BUILDING&PLANNING DEP.",12575941,Alex,,Outer Richmond,37.77695188734626,-122.47871193759573,Entire home/apt,308,1,57,2017-12-18,4.96,1,250
2397852,Modern 2King 2baths garden suite w/parking.,12062895,Suzy(S.Y.),,Outer Richmond,37.77424186056767,-122.50167465173685,Entire home/apt,306,2,46,2018-01-04,1.63,2,65
2396847,"Luxurious, Modern, Fully-Equipped Studio",10895766,Yelena,,Outer Richmond,37.77915101376645,-122.4785733499872,Entire home/apt,125,2,234,2018-01-08,5.26,1,252
19030150,Sutros Outer Richmond Beach House,10852475,Rosemary,,Outer Richmond,37.77872496581903,-122.50787615961467,Entire home/apt,185,2,3,2017-09-07,0.42,1,361
2115503,Ocean Beach - Kelly's Cove,10785430,Ant,,Outer Richmond,37.77622306030258,-122.50906381469065,Entire home/apt,150,3,120,2017-12-22,4.02,1,69
2331166,Private Rm/Private Bathrm nr Ocean ,10573197,Beverly,,Outer Richmond,37.773338449991876,-122.50090412846178,Private room,90,3,153,2017-11-19,3.24,1,220
13724120,Private bedroom - San Francisco,10394065,Carol,,Outer Richmond,37.77607980952466,-122.48179789285555,Private room,99,2,18,2017-03-26,0.97,3,340
8207665,SF home w/garage-walk to Golden Gate Park,10394065,Carol,,Outer Richmond,37.777854099708954,-122.48011034006562,Entire home/apt,247,2,55,2018-01-05,2.13,3,297
8152867,Private room/bathroom FREE parking,10394065,Carol,,Outer Richmond,37.77745000188208,-122.4798876289024,Private room,99,2,68,2017-12-26,2.96,3,158
21252479,"Room @ Golden Gate Bridge, Ocean Beaches & Parks.",8357805,Kirill,,Outer Richmond,37.781075316755036,-122.48858128030155,Private room,79,1,22,2018-01-09,7.25,1,344
1556680,"Beautiful, Light & Large Apartment",8286990,David Smithstein &,,Outer Richmond,37.773732148667904,-122.49964125219617,Entire home/apt,182,2,253,2018-01-07,9.97,1,218
2254431,Rooms with Spectacular Ocean View  ,11512680,Brent,,Outer Richmond,37.774946701822245,-122.50921186423082,Entire home/apt,398,1,33,2017-10-18,0.73,2,80
2483504,Perfect 1B/Ocean beach/GoldenGate/,11417348,Coté And Arturo,,Outer Richmond,37.772068080202544,-122.50012128108526,Entire home/apt,185,1,76,2017-11-10,1.69,1,351
1494909,"Quaint, sunny room!",7990254,Alena,,Outer Richmond,37.78399164709069,-122.48010324984784,Private room,60,1,6,2017-03-10,0.55,1,0
2088800,Gorgeous Richmond Dist Home by GGpk,7858294,Wendy,,Outer Richmond,37.77357581459568,-122.48559109038186,Entire home/apt,150,2,15,2017-07-09,0.33,2,358
1405046,Outsidelands! Beautiful home 2 blocks from concert,7582644,Meredith,,Outer Richmond,37.77362975734782,-122.49017037671943,Entire home/apt,350,3,5,2017-08-08,0.28,1,0
1077444,KING SIZE & queen size also avail!,5929123,Andrea,,Outer Richmond,37.77712064912408,-122.47831551411193,Private room,120,2,84,2017-11-08,1.51,2,358
12917134,"Modern, Comfy 2BR Upstairs Flat with Deck",5326196,Mila,,Outer Richmond,37.77442687883473,-122.48039594887561,Entire home/apt,229,2,49,2017-09-28,2.64,2,278
1482697,Large 2BD Golden Gate Park Apt,7932270,Noam,,Outer Richmond,37.77797171524103,-122.49646711706357,Entire home/apt,175,5,25,2017-12-27,0.47,2,22
21120960,"Stylish, Light filled flat, Great walking location",4326245,Jeff,,Outer Richmond,37.77423345663384,-122.49167478797614,Entire home/apt,300,1,17,2017-12-26,5.20,1,142
15835438,Large Family Home with all Amenities & Parking,4256843,Selena,,Outer Richmond,37.77553919234512,-122.50534312473448,Entire home/apt,280,2,5,2017-11-26,0.63,1,13
14653250,"Charming full floor flat near ocean,city, woods.",4141253,Les,,Outer Richmond,37.77735154616219,-122.49303766799653,Entire home/apt,190,4,8,2017-02-16,0.49,1,110
5548977,The Real San Francisco,6076870,Todd And Tatyana,,Outer Richmond,37.780933921295784,-122.49425115022824,Entire home/apt,295,2,215,2018-01-08,6.29,2,109
1104912,Sunny apt in San Francisco. Close to Beach and GGP,6068306,Chani,,Outer Richmond,37.775198493494806,-122.50138723194824,Entire home/apt,159,3,94,2017-12-31,3.27,1,152
8715362,"Large, light, mid-richmond 1bd flat",6017986,Michelle,,Outer Richmond,37.7747101107035,-122.48383394680296,Entire home/apt,145,2,20,2017-06-25,0.76,1,0
19952025,"Luxury, Modern 3bed/2ba. Great Location, Near GGP",3429328,Wendy,,Outer Richmond,37.78272053834593,-122.4800619827867,Entire home/apt,465,2,5,2017-12-27,2.31,2,306
21461991,"Luxury, Modern 2bed/2ba. Great Location, Near GGP",3429328,Wendy,,Outer Richmond,37.78129084131721,-122.48156423282488,Entire home/apt,325,2,6,2018-01-01,2.86,2,233
1478708,Lovely Bedroom with Private Bath,5004349,Mary,,Outer Richmond,37.77189976333226,-122.50371595524416,Private room,85,2,114,2017-12-17,3.87,1,124
918572,Artist's Home near GG Park & Ocean,4933610,Marcella,,Outer Richmond,37.775724699285284,-122.48596958366957,Entire home/apt,371,3,9,2017-08-14,0.16,1,0
11322959,CLEAN MODERN CONDO WITH OCEAN VIEW,4507691,Suzie,,Outer Richmond,37.77722065132816,-122.5016500938597,Entire home/apt,195,2,8,2016-09-21,0.38,1,0
1665516,1Br/1Ba Apt in the Richmond Dist,3071180,Adam&Roz,,Outer Richmond,37.78000218535763,-122.48252839415316,Entire home/apt,150,3,129,2018-01-03,3.35,1,295
589516,Modern Zen 2 beds 1 bath Apt Beach GG Park Beach,2908279,Frank,,Outer Richmond,37.77785467863126,-122.4989645691053,Entire home/apt,129,2,94,2017-12-21,1.42,1,283
21313591,Quiet 1BR+. Private bath. Fire victims welcome.,2566492,Jim,,Outer Richmond,37.77620430617678,-122.49565072170951,Private room,150,1,1,2017-10-17,0.35,2,0
